酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
大理通海商务酒店,经济型,¥246起,30,大理经济开发区 | 经济开发区西村通海路,1.7公里，驾车约2.9公里，预计11分钟,11分钟,距大理站直线1.7公里，驾车约2.9公里，预计11分钟,95,4.7,44,4.7,4.8,4.8,4.8,4.0,13:00,13:00,1,1,0,0,0,0,0,1,2020年11月01日,2016年01月01日,0872-3097296,大理通海商务酒店毗邻洱海、快速客运站、美食街、市中心。距离大理洱海约500米，步行约5分钟；随时随地可以享受海天一色的美景，且近邻龙山公园，可以观看海天线，美不胜收。同时酒店门口拥有多条景区直达公交线路，可直达大理各景点。酒店配备免费停车场，是您商务出行及旅游的理想下榻之处。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91319035&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A91319035%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理渝都商务酒店,经济型,¥104起,43,大理经济开发区 | 大理经济开发区三阳路与西屏路交叉路口东北侧,1.1公里，驾车约1.8公里，预计8分钟,8分钟,距大理站直线1.1公里，驾车约1.8公里，预计8分钟,60,4.4,5,None,None,None,None,None,14:00,12:00,1,1,1,0,0,0,0,1,null,2018年08月01日,0872-3066678,大理渝都商务酒店位于大理市下关镇繁华地段，西邻大理站仅1.3公里，驾车5分钟即可到达，周边生活商圈便利、餐饮丰富，周围2公里范围内包含天城大卖场、超市、大理州人民医院、动物园、及特色餐饮，地段优越，酒店设施齐全，24小时前台，为您提供方便快捷的出行体验！,https://hotel.elong.com/hotel/hoteldetail?hotelId=02505476&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A2505476%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理仙果岸酒店,经济型,¥850起,4,大理双廊风景区 | 双廊镇玉几岛玉几村十二组101号,123米，步行约237米，预计4分钟,4分钟,距月亮宫直线123米，步行约237米，预计4分钟,100,5.0,10,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2018年08月01日,2017年10月01日,0872-2461310,大理仙果岸酒店位于-大理市双廊镇玉几岛村。是杨丽萍老师的私人会所，每年过年都会再酒店入住。玉几岛是洱海三岛之一，是观赏洱海风光的理想位置。在这里你可以看到美丽自然的风景，可以体验4000年渔村的苍洱文化。大理双廊仙果岸酒店由白族民居别院改造而成，建筑装饰独具白族风格，酒店完全依海搭建而成。大理仙果岸酒店的客房有两间房都是海景房，海景视觉也较敞亮，酒店私密空间非常好。内室空间面积分别在60㎡-100㎡左右。酒店非常适合三对夫妻或者情侣以及朋友度假居住。酒店为了不破坏自然景观至此海景露台上及楼道上没有建设标准型扶手，携带老人及小孩入住的客人，需要在入住过程中看护好老人及小孩。大理仙果岸酒店设有休息区，海景露台以及客厅，同时提供酒水消费。客房床上用品全部都采用标准质量布草、洗漱用品。酒店提供行李拧提供服务，无线网络，早餐，海景下午茶水以及早餐。另外客房里面配置新鲜水果，矿泉水，等普洱茶享用。酒店不能提供午餐及晚餐，需要客人外出用餐或者由酒店工作人员叫提供餐服务。,https://hotel.elong.com/hotel/hoteldetail?hotelId=32505067&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A32505067%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理悦苍洱海景别墅,经济型,¥613起,10,大理机场地区 | 洱海传奇B63幢02号,3.7公里，驾车约8.4公里，预计113分钟,113分钟,距大理机场直线3.7公里，驾车约8.4公里，预计113分钟,100,5.0,8,5.0,5.0,5.0,5.0,4.0,14:00,14:00,1,1,1,0,0,1,1,1,null,2020年03月01日,15198390804,别墅位于大理洱海海东新区，属于一线海景半山别墅，是大理有名的高端旅游海景别墅小区，拥有超大超美海景，面朝大海，远眺苍山。小区内环境优美，绿化面积大，植物花卉错落有致，安保严密。民宿有各种房型可选择，每间房都独具特色，可满足不同客人的需求。苍山洱海映入眼帘。民宿还拥有大量的公共休闲空间：客厅、餐厅、茶室、开放式厨房、麻将室、天台、前后花园、阳光房等一应俱全。家居家电设施完备齐全，房间配套设施很好，家具均为实木，厨房有整体橱柜和各种丰富的调料。朋友们既可以在这看日落苍山，月映洱海，云卷云舒；也可以在这里与密友家人做饭烧烤，共度美好时光。出了小区就是著名的环海公路，可做为环海的起点与终点，步行即可到大达海边。外出小区有公交，App叫车方便。贴心服务：房主是大理本地人，愿在能力范围内给旅途中的客人提供便利与帮助。,https://hotel.elong.com/hotel/hoteldetail?hotelId=61464835&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A61464835%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
大美拾光轻奢民宿,经济型,¥288起,16,大理古城 | 大理镇东门三组月溪村183号,907米，步行约1.1公里，预计17分钟,17分钟,距大理古城客运服务站直线907米，步行约1.1公里，预计17分钟,100,5.0,7,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,1,0,1,null,2020年03月01日,18185744444,民宿位于大理古城东南向，东邻弯月洱海，西靠巍峨苍山，独具大理白族风格的灰瓦白墙3层小楼，独特优雅的工业风房间，特大中控玻璃窗户，泰国乳胶床垫，自动马桶，品牌洁具.每个房间都有独立的干湿分区卫生间，24小时热水，房间彩光十分充足，安静舒适。民宿交通便利，出门步行约8分到洱海门，（人民路下段）步行约5分钟到四季街市，下高铁乘坐8路公交车至月溪村站下车，往北步行3分钟 到达客栈，民宿免费提供厨房，餐具齐全.调料免费，顶层全自动洗衣机免费提供使用，凉晒衣服宽敞明亮易干，最最最关键的是连住两晚免费接机接站哟，房东就是老板，不计成本哈小伙伴们还等什么呢！,https://hotel.elong.com/hotel/hoteldetail?hotelId=63773434&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A63773434%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理明玺酒店,舒适型,¥711起,18,大理古城 | 大理古城文献路119号,482米，步行约637米，预计10分钟,10分钟,距大理古城客运站(公交站)直线482米，步行约637米，预计10分钟,100,5.0,6,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2020年10月01日,2020年10月01日,0872-2690988,大理明玺酒店座于大理古城文献路119号，距离大理古城核心区300米，是一家精品豪华酒店。酒店分前后两个绿值园，有60平米的大茶舍和顶楼观景台，坐在楼顶看苍山，观洱海，享受闹市中的静谧时光。,https://hotel.elong.com/hotel/hoteldetail?hotelId=66011072&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A66011072%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理小琳居民宿,经济型,¥279起,4,苍山风景区 | 银桥镇银桥村委会下银村六社70号,4.6公里，驾车约6.7公里，预计15分钟,15分钟,距崇圣寺三塔直线4.6公里，驾车约6.7公里，预计15分钟,100,5.0,11,5.0,5.0,5.0,5.0,4.0,14:00,14:00,1,1,1,0,0,0,0,1,2021年04月01日,2021年04月01日,18206668222,小琳居是归田兮纯素植物品牌经营的有机生活体验空间，位于苍山脚下银桥镇白族村落，背靠苍山，面向洱海，视野开阔，每天的洱海日出最为惊艳。离大理古城、洗马潭索道15分钟车程，离喜洲古城20分钟车程。客人可以在这里体验到“采菊东篱下，悠然见南山。”的田园生活，在能量满满的阳光厨房体验丰盛的有机早餐，到有机玫瑰园、有机农场采摘新鲜玫瑰、蔬果制作美食，房间内配套的用品从小麦秆牙刷、杯子、有机棉毛巾、植物染被单，到纯素天然的牙膏和归田兮全套洗护体验系列，都遵循着环保、有机和可持续生活理念。每天早上，在田间跑步，迎着日出做瑜伽，在晨起茶道中净化身心。夜晚听着瑜伽风铃在天台花园赏星星，与小琳居主人小琳和兰婷聊聊自然、音乐、旅行......,https://hotel.elong.com/hotel/hoteldetail?hotelId=67277672&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A67277672%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理寄情山水云黛民宿,舒适型,¥410起,18,大理古城 | 大理镇南门村委会往东100米,502米，步行约576米，预计9分钟,9分钟,距大理古城客运站(公交站)直线502米，步行约576米，预计9分钟,100,5.0,7,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,1,0,1,1,1,2021年01月01日,2021年01月01日,18187275979,大理寄情山水云黛民宿无辜的大理 古城南门，出门一分钟就是文献路美食一条街，客栈 地理位置优越，去到古城南门最热闹繁华的地段步行二分钟就到，还有免费的水果 ，欢迎饮品等为客人提供方便。在停车极度紧张的古城南门，客栈配有免费下下停车场，为自驾游的客人提供了极大的方便，客栈是现代简约轻奢风格，楼顶更有超公区。楼顶露台上设置的观景台，可以观景苍山、洱海，还有天空之境等各类网红打卡点，只要天气晴朗，随时可以拍摄写真打卡羡照哟。客栈还可提供接站接机服务哦！还有大理景点优惠门票，周边种类本地特色菜馆（八木轩、菌汤火锅、石板烧等白族菜）吃住行均十分便利。,https://hotel.elong.com/hotel/hoteldetail?hotelId=67481983&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A67481983%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理古城一梦间客栈,经济型,¥422起,6,大理古城 | 大理古城果子园九组268号,2.0公里，驾车约3.6公里，预计13分钟,13分钟,距大理农林职业技术学院直线2.0公里，驾车约3.6公里，预计13分钟,100,5.0,6,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2021年07月01日,2021年07月01日,19987233757,位于大理市，2021-07-01开业的大理古城一梦间客栈，将是您旅途中的不二选择。酒店提供的休闲设施，旨在为旅客营造多姿多彩、奢华完美的住宿体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=69004919&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A69004919%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A77%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理才村斑马斑马客栈,经济型,¥277起,8,洱海才村风景区 | 大理镇才村村委会16组196号,318米，步行约574米，预计9分钟,9分钟,距才村风景区直线318米，步行约574米，预计9分钟,100,5.0,3,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2018年09月01日,2018年01月01日,13896928785,大理才村斑马斑马客栈背靠苍山，面朝洱海，坐落在才村。从古城可乘公交抵达码头，一路田园风光，见者心悦。步行可至洱海和码头，方便垂钓和邮轮观光；望海亭观海视线一览无余。客栈拥有清新、温馨的客房；提供早餐、车辆租赁、自助烧烤等服务。同时联合薰衣草庄园推出“甜蜜午后”为主题的下午茶，你可以慵懒的躺在三楼露台上晒着太阳，品味古城最美味的芝士蛋糕，还能在薰衣草庄园拍美美哒写真。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90893669&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90893669%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
Living in借山云居民宿(大理古城西门店),经济型,¥185起,18,大理古城 | 古城西门石门村12组,1.1公里，驾车约2.7公里，预计9分钟,9分钟,距大理农林职业技术学院直线1.1公里，驾车约2.7公里，预计9分钟,100,5.0,9,5.0,5.0,5.0,5.0,4.0,12:00,12:30,1,1,0,0,0,1,0,1,null,2018年06月01日,18908720373,民宿位于大理古城西门石门村，这里有三月街、天龙八部影视城、洗马潭大索道，距离三月街/人民路口公交站（三塔专线车）约1.3公里（客栈有车免费接送，详情请咨询酒店）。民宿是了解大理白族新式特色建筑的不二之选，白墙灰瓦、大理石栏杆、白族照壁，屋檐下龙凤麒麟，搭配民间艺术工匠的雕梁画柱、诗情画意的水墨淡彩和青莲遗风的家训，构成了借山云居民宿清晰轮廓。民宿提供免费茶品、古城西门接送、屈臣氏洗护用品、洗衣机、寄存等服务；有3号院和9号院，统一管理，一对一管家服务，一客一换，专业洗涤公司。欢迎回家，开启一段个性旅程，欣览一路独特风景，感悟一种别样人生。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92672416&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A92672416%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
洱源麦可家主题客栈,经济型,¥153起,23,普陀泉/下山口温泉度假区 | 右所镇三枚村委会下山口214国道温泉食府旁(农业银行正对面),0.0公里，步行约0.2公里，预计3分钟,3分钟,距天和山庄直线0.0公里，步行约0.2公里，预计3分钟,100,5.0,6,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,0,0,1,null,2018年12月01日,0872-5331699,洱源麦可家主题客栈座落于美丽迷人的大理洱源下山口温泉小镇，客栈旁边有酒店及餐厅，对面也有银行和彩票站，临214国道，交通便捷。 客栈内设有客房23间及餐厅，24小时天然温泉，网络电视，WIFI，游泳池，楼顶露天泡池，儿童乐园。我们为您准备了多种房型。无论是休闲小聚还是工作出差，在这里，您将体验到一种前所未有的超值，放松和舒适感受。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93930599&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A93930599%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理苍山饭店,四星级,¥184起,292,大理市主城区(下关) | 下关镇苍山路19号,2.6公里，驾车约3.7公里，预计9分钟,9分钟,距大理站直线2.6公里，驾车约3.7公里，预计9分钟,85,4.4,274,4.2,4.5,4.5,4.5,4.0,14:00,14:00,1,1,1,0,0,0,1,1,2014年06月01日,null,0872-2171666,大理苍山饭店位于苍山路，东临碧波荡漾的洱海，西倚常年青翠的苍山，毗邻泰业新城、时代天街、沃尔玛等时尚商业综合体，可远眺苍山美景、俯瞰洱海秀水，亦可跺手购物、休闲娱乐。这是一家有着60年历史沉淀的老字号饭店，占地面积19777平方米，建筑面积25805平方米，拥有两百余间(套)客房，拥有能容纳662人的大型会议及演出的剧院式会堂（配备进口高清LED）、12个中小型会议室，设施完善，功能齐全。民以食为天，饭店拥有9个大小不等的宴会厅及自助餐厅，提供高性价比会议自助餐及高规格接待用餐、零点餐，以白族饮食文化为基础，老菜新做，土菜精做，满足您味蕾对白族菜的所有想象。饭店拥有一个格调高雅、绿植成荫的 理想休闲会谈场所——大堂钢琴水吧，在此您可品味到传统大理沱茶、秘制果茶系列，尽享一段侠骨柔情的下午茶时光。此外，饭店还配备棋牌室、商务中心、微型商场，珠宝店，租车服务，120个车位的专属停车场，方便您的大理出行。入住苍山饭店，开启一段风花雪月美景之旅。,https://hotel.elong.com/hotel/hoteldetail?hotelId=42505030&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A42505030%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理古城八月客栈,舒适型,¥609起,15,大理古城 | 大理镇洪武路月溪村27号(洱海门往南150米),970米，步行约1.3公里，预计20分钟,20分钟,距大理古城客运站(公交站)直线970米，步行约1.3公里，预计20分钟,100,5.0,34,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2017年11月01日,2012年08月01日,15125171700,客栈位于大理古城——洪武路月溪村，靠近古城洱海门；距离热闹的人民路约2分钟步行路程，周边有众多当地餐馆，各类小吃。客栈周围自然风景秀美，距离苍山约10分钟车程，距离洱海约15分钟车程，提供收费机场、车站接送服务。客栈坐落在一座传统的中国风格建筑内，提供一个安静的花园和配有免费无线网络连接的舒适客房。天然凉爽的客房享有温暖光线，配有典雅的深色木质家具陈设、电烧水壶和平面电视。浴室提供免费洗浴用品、淋浴设施和吹风机。客人可以租自行车探索周边地区，或者在旅游咨询台安排观光游。客栈设有图书室，小酒吧，方便客人享受宁静悠闲的午后时光，此外，客栈设有茶室以及多处茶台，在这里你可以了解、品饮到正宗的普洱茶。,https://hotel.elong.com/hotel/hoteldetail?hotelId=02505121&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A2505121%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理观岚社客栈,经济型,¥258起,14,大理古城 | 大理古城玉洱路405号,849米，步行约1.0公里，预计15分钟,15分钟,距洋人街直线849米，步行约1.0公里，预计15分钟,99,5.0,86,4.9,5.0,4.9,5.0,4.1,14:00,12:00,1,1,0,0,0,1,0,1,null,2019年09月01日,15368997099,云之南，苍山下，古城依旧在，观岚出落成。在迷茫的路途中，我遇到了大理。一眼就爱上了她！美景自不必说，感叹的是古人选择的这块宝地，如此地适合舒适地生活。10-25度的气温，四季如春；苍山洱海相伴，动静相宜。更为绝妙的是，古城中古老的房子雕梁画栋、青砖石瓦，有些还与钢构相配亦欢，相得益彰，古代与现代的交融，刚柔并济，倒也惬意。大理古城的玉洱路，是一条繁华与闲静隔望，原生态与现代生活交互的一条道路，向上顺苍山之势至三月街集市，向下延溪水顺流至洱海方向；南临古城文艺范实足的人民路，北接希夷之大理——大理之眼。大理观岚社客栈就坐落于玉洱路下段，白族土著民宅之中，距人民路步行8分钟，希夷之大理5分钟，三月街20分钟，骑行至洱海20分钟。客栈为典型的三层白族民居，拥有客房16间，其中大床房6间，三楼“观岚”和“想云”设计了榻榻米茶歇观景区，可直观苍山云海；家庭标准间为1.5米大床和1.2米小床的组合共6间，另设家庭房为1.5米大床与双层床的组合，满足带老人及孩子出游的需要；还有独特情调的榻榻米大床房及为个人旅行准备的阳光迷你房。客栈三楼是观星小花园，四楼可同时观看苍山洱海，身居浅巷既方便出入停车，更远离喧嚣吵闹，是体验大理古城云卷云舒慢生活的诗情画意之居。所有16款房型皆包含浴霸，24小时热水，自助洗衣，WIFI上网。客栈为您提供旅行向导、接机、接车、订票、租车以及自助做饭及家居搭伙用餐等服务。客栈水吧为您提供各种饮品，读书、聊天、上网、会友空间。奔波于喧闹城市的朋友，还需觊觎别人的闲庭信步吗？只需给自己一个天马行空的理由，停一停匆匆的脚步，你一定会如我一样惊诧彩云之南的颜色，透彻的蓝，缥缈的白，苍山翠黛相间，洱海银光闪烁。,https://hotel.elong.com/hotel/hoteldetail?hotelId=02505556&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A2505556%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
